"data";"numeracaoItem";"tipo";"url";"arquivo_pdf";"baixado"
"2016-12-30";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163284.pdf";"dsp20163284.pdf";"True"
"2016-12-30";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163386ti.pdf";"dsp20163386ti.pdf";"True"
"2016-12-30";"2.";"Nota Técnica nº 951/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163386.pdf";"ndsp20163386.pdf";"True"
"2016-12-30";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163398ti.pdf";"dsp20163398ti.pdf";"True"
"2016-12-30";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163399ti.pdf";"dsp20163399ti.pdf";"True"
"2016-12-30";"4.";"Nota Técnica nº 955/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163399.pdf";"ndsp20163399.pdf";"True"
"2016-12-30";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163400ti.pdf";"dsp20163400ti.pdf";"True"
"2016-12-30";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163407ti.pdf";"dsp20163407ti.pdf";"True"
"2016-12-30";"6.";"Decisão Judicial :";"https://www2.aneel.gov.br/cedoc/Decis%C3%A3o_Judicial.pdf";"Decis%C3%A3o_Judicial.pdf";"True"
"2016-12-30";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163408ti.pdf";"dsp20163408ti.pdf";"True"
"2016-12-30";"7.";"Nota Técnica nº 958/2016-SCG/ANEEL:";"http://www2.aneel.gov.br/cedoc/ndsp20163408.pdf";"ndsp20163408.pdf";"True"
"2016-12-30";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163409ti.pdf";"dsp20163409ti.pdf";"True"
"2016-12-30";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163410ti.pdf";"dsp20163410ti.pdf";"True"
"2016-12-30";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163411.pdf";"dsp20163411.pdf";"True"
"2016-12-30";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163415ti.pdf";"dsp20163415ti.pdf";"True"
"2016-12-30";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163416ti.pdf";"dsp20163416ti.pdf";"True"
"2016-12-30";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016267spde.pdf";"prt2016267spde.pdf";"True"
"2016-12-30";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016268spde.pdf";"prt2016268spde.pdf";"True"
"2016-12-30";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016269spde.pdf";"prt2016269spde.pdf";"True"
"2016-12-30";"16.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016270spde.pdf";"prt2016270spde.pdf";"True"
"2016-12-30";"17.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164363.pdf";"prt20164363.pdf";"True"
"2016-12-30";"18.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164374.pdf";"prt20164374.pdf";"True"
"2016-12-30";"19.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164380.pdf";"prt20164380.pdf";"True"
"2016-12-30";"20.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164381.pdf";"prt20164381.pdf";"True"
"2016-12-30";"21.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164383.pdf";"prt20164383.pdf";"True"
"2016-12-30";"22.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164384.pdf";"prt20164384.pdf";"True"
"2016-12-30";"23.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164402.pdf";"prt20164402.pdf";"True"
"2016-12-29";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163397ti.pdf";"dsp20163397ti.pdf";"True"
"2016-12-29";"1.";"Nota Técnica nº 953/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163397.pdf";"ndsp20163397.pdf";"True"
"2016-12-29";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163401.pdf";"dsp20163401.pdf";"True"
"2016-12-29";"2.";"Decisão:";"http://www2.aneel.gov.br/cedoc/adsp20163401.pdf";"adsp20163401.pdf";"True"
"2016-12-29";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163402.pdf";"dsp20163402.pdf";"True"
"2016-12-29";"3.";"Decisão:";"http://www2.aneel.gov.br/cedoc/adsp20163402.pdf";"adsp20163402.pdf";"True"
"2016-12-29";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163404ti.pdf";"dsp20163404ti.pdf";"True"
"2016-12-29";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163405.pdf";"dsp20163405.pdf";"True"
"2016-12-29";"5.";"Decisão:";"http://www2.aneel.gov.br/cedoc/adsp20163405.pdf";"adsp20163405.pdf";"True"
"2016-12-29";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/ect2016001_1.pdf";"ect2016001_1.pdf";"True"
"2016-12-29";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016261spde.pdf";"prt2016261spde.pdf";"True"
"2016-12-29";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016262spde.pdf";"prt2016262spde.pdf";"True"
"2016-12-29";"9.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016263spde.pdf";"prt2016263spde.pdf";"True"
"2016-12-29";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016264spde.pdf";"prt2016264spde.pdf";"True"
"2016-12-29";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016265spde.pdf";"prt2016265spde.pdf";"True"
"2016-12-29";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016266spde.pdf";"prt2016266spde.pdf";"True"
"2016-12-29";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164382.pdf";"prt20164382.pdf";"True"
"2016-12-29";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/reh20162190ti.pdf";"reh20162190ti.pdf";"True"
"2016-12-29";"15.";"Texto Integral:";"https://www2.aneel.gov.br/cedoc/ren2016756.html";"ren2016756.html";"True"
"2016-12-29";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/ren2016756.pdf";"ren2016756.pdf";"True"
"2016-12-29";"15.";"Voto:";"http://www2.aneel.gov.br/cedoc/aren2016756_1.pdf";"aren2016756_1.pdf";"True"
"2016-12-29";"15.";"Anexos - Módulos:";"http://www2.aneel.gov.br/cedoc/aren2016756_2.zip";"aren2016756_2.zip";"True"
"2016-12-28";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/acp2016014ti.pdf";"acp2016014ti.pdf";"True"
"2016-12-28";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/acp2016015ti.pdf";"acp2016015ti.pdf";"True"
"2016-12-28";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/avs2016sn249.pdf";"avs2016sn249.pdf";"True"
"2016-12-28";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163385ti.pdf";"dsp20163385ti.pdf";"True"
"2016-12-28";"4.";"Nota Técnica nº 950/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163385.pdf";"ndsp20163385.pdf";"True"
"2016-12-28";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163387ti.pdf";"dsp20163387ti.pdf";"True"
"2016-12-28";"5.";"Nota Técnica nº 952/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163387.pdf";"ndsp20163387.pdf";"True"
"2016-12-28";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163391ti.pdf";"dsp20163391ti.pdf";"True"
"2016-12-28";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163392ti.pdf";"dsp20163392ti.pdf";"True"
"2016-12-28";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163393ti.pdf";"dsp20163393ti.pdf";"True"
"2016-12-28";"9.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163394ti.pdf";"dsp20163394ti.pdf";"True"
"2016-12-28";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163395ti.pdf";"dsp20163395ti.pdf";"True"
"2016-12-28";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163396.pdf";"dsp20163396.pdf";"True"
"2016-12-28";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/ect2016145.pdf";"ect2016145.pdf";"True"
"2016-12-28";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/edt2016sn249.pdf";"edt2016sn249.pdf";"True"
"2016-12-28";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016259spde.pdf";"prt2016259spde.pdf";"True"
"2016-12-28";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016260spde.pdf";"prt2016260spde.pdf";"True"
"2016-12-28";"16.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016714mme.pdf";"prt2016714mme.pdf";"True"
"2016-12-27";"1.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163233ti.pdf";"dsp20163233ti.pdf";"True"
"2016-12-27";"2.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163283ti.pdf";"dsp20163283ti.pdf";"True"
"2016-12-27";"3.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163333ti.pdf";"dsp20163333ti.pdf";"True"
"2016-12-27";"4.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163337ti.pdf";"dsp20163337ti.pdf";"True"
"2016-12-27";"5.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163347ti.pdf";"dsp20163347ti.pdf";"True"
"2016-12-27";"5.";"Nota Técnica nº  930/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163347.pdf";"ndsp20163347.pdf";"True"
"2016-12-27";"6.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163348ti.pdf";"dsp20163348ti.pdf";"True"
"2016-12-27";"6.";"Nota Técnica nº 931/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163348.pdf";"ndsp20163348.pdf";"True"
"2016-12-27";"7.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163349ti.pdf";"dsp20163349ti.pdf";"True"
"2016-12-27";"7.";"Nota Técnica nº 932/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163349.pdf";"ndsp20163349.pdf";"True"
"2016-12-27";"8.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163350ti.pdf";"dsp20163350ti.pdf";"True"
"2016-12-27";"8.";"Nota Técnica nº 933/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163350.pdf";"ndsp20163350.pdf";"True"
"2016-12-27";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163372ti.pdf";"dsp20163372ti.pdf";"True"
"2016-12-27";"9.";"Nota Técnica nº 943/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163372.pdf";"ndsp20163372.pdf";"True"
"2016-12-27";"10.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163384ti.pdf";"dsp20163384ti.pdf";"True"
"2016-12-27";"11.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163388ti.pdf";"dsp20163388ti.pdf";"True"
"2016-12-27";"12.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163389ti.pdf";"dsp20163389ti.pdf";"True"
"2016-12-27";"13.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163390ti.pdf";"dsp20163390ti.pdf";"True"
"2016-12-26";"1.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163230ti.pdf";"dsp20163230ti.pdf";"True"
"2016-12-26";"2.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163231ti.pdf";"dsp20163231ti.pdf";"True"
"2016-12-26";"3.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163331ti.pdf";"dsp20163331ti.pdf";"True"
"2016-12-26";"3.";"Nota Técnica nº 922/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163331.pdf";"ndsp20163331.pdf";"True"
"2016-12-26";"4.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163345ti.pdf";"dsp20163345ti.pdf";"True"
"2016-12-26";"4.";"Nota Técnica nº 926 /2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163345.pdf";"ndsp20163345.pdf";"True"
"2016-12-26";"5.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163346ti.pdf";"dsp20163346ti.pdf";"True"
"2016-12-26";"5.";"Nota Técnica nº 927/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163346.pdf";"ndsp20163346.pdf";"True"
"2016-12-26";"6.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163352ti.pdf";"dsp20163352ti.pdf";"True"
"2016-12-26";"6.";"Nota Técnica nº 928/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163352.pdf";"ndsp20163352.pdf";"True"
"2016-12-26";"7.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163369ti.pdf";"dsp20163369ti.pdf";"True"
"2016-12-26";"7.";"Nota Técnica nº 941/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163369.pdf";"ndsp20163369.pdf";"True"
"2016-12-26";"8.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163370ti.pdf";"dsp20163370ti.pdf";"True"
"2016-12-26";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163374ti.pdf";"dsp20163374ti.pdf";"True"
"2016-12-26";"9.";"Nota Técnica nº 942/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163374.pdf";"ndsp20163374.pdf";"True"
"2016-12-26";"10.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163376ti.pdf";"dsp20163376ti.pdf";"True"
"2016-12-26";"11.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163378.pdf";"dsp20163378.pdf";"True"
"2016-12-26";"12.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163379ti.pdf";"dsp20163379ti.pdf";"True"
"2016-12-26";"12.";"Nota Técnica nº 944/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163379.pdf";"ndsp20163379.pdf";"True"
"2016-12-26";"13.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163380ti.pdf";"dsp20163380ti.pdf";"True"
"2016-12-26";"13.";"Nota Técnica nº 948/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163380.pdf";"ndsp20163380.pdf";"True"
"2016-12-26";"14.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163382ti.pdf";"dsp20163382ti.pdf";"True"
"2016-12-26";"15.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163383ti.pdf";"dsp20163383ti.pdf";"True"
"2016-12-23";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163063.pdf";"dsp20163063.pdf";"True"
"2016-12-23";"2.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163278ti.pdf";"dsp20163278ti.pdf";"True"
"2016-12-23";"3.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163334ti.pdf";"dsp20163334ti.pdf";"True"
"2016-12-23";"3.";"Nota Técnica nº 924/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163334.pdf";"ndsp20163334.pdf";"True"
"2016-12-23";"4.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163353ti.pdf";"dsp20163353ti.pdf";"True"
"2016-12-23";"4.";"Nota Técnica nº 935/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163353.pdf";"ndsp20163353.pdf";"True"
"2016-12-23";"5.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163354ti.pdf";"dsp20163354ti.pdf";"True"
"2016-12-23";"6.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163355ti.pdf";"dsp20163355ti.pdf";"True"
"2016-12-23";"7.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163361ti.pdf";"dsp20163361ti.pdf";"True"
"2016-12-23";"7.";"Nota Técnica nº 936/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163361.pdf";"ndsp20163361.pdf";"True"
"2016-12-23";"8.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163362ti.pdf";"dsp20163362ti.pdf";"True"
"2016-12-23";"8.";"Nota Técnica nº 939/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163362.pdf";"ndsp20163362.pdf";"True"
"2016-12-23";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163363.pdf";"dsp20163363.pdf";"True"
"2016-12-23";"9.";"Decisão :";"http://www2.aneel.gov.br/cedoc/adsp20163363.pdf";"adsp20163363.pdf";"True"
"2016-12-23";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163364.pdf";"dsp20163364.pdf";"True"
"2016-12-23";"10.";"Voto :";"http://www2.aneel.gov.br/cedoc/adsp20163364.pdf";"adsp20163364.pdf";"True"
"2016-12-23";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp20163365ti.pdf";"dsp20163365ti.pdf";"True"
"2016-12-23";"12.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163367ti.pdf";"dsp20163367ti.pdf";"True"
"2016-12-23";"13.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163371ti.pdf";"dsp20163371ti.pdf";"True"
"2016-12-23";"14.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163373.pdf";"dsp20163373.pdf";"True"
"2016-12-23";"14.";"Decisão :";"http://www2.aneel.gov.br/cedoc/adsp20163373.pdf";"adsp20163373.pdf";"True"
"2016-12-23";"15.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163375.pdf";"dsp20163375.pdf";"True"
"2016-12-23";"15.";"Decisão :";"http://www2.aneel.gov.br/cedoc/adsp20163375.pdf";"adsp20163375.pdf";"True"
"2016-12-23";"16.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163377.pdf";"dsp20163377.pdf";"True"
"2016-12-23";"16.";"Decisão :";"http://www2.aneel.gov.br/cedoc/adsp20163377.pdf";"adsp20163377.pdf";"True"
"2016-12-23";"17.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20163368.pdf";"prt20163368.pdf";"True"
"2016-12-23";"18.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164355.pdf";"prt20164355.pdf";"True"
"2016-12-23";"19.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164359.pdf";"prt20164359.pdf";"True"
"2016-12-23";"20.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164360.pdf";"prt20164360.pdf";"True"
"2016-12-23";"21.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164361.pdf";"prt20164361.pdf";"True"
"2016-12-23";"21.";"Voto:";"http://www2.aneel.gov.br/cedoc/aprt20164361_1.pdf";"aprt20164361_1.pdf";"True"
"2016-12-23";"21.";"Anexo:";"http://www2.aneel.gov.br/cedoc/aprt20164361_2.pdf";"aprt20164361_2.pdf";"True"
"2016-12-23";"22.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164362.pdf";"prt20164362.pdf";"True"
"2016-12-23";"22.";"Voto:";"http://www2.aneel.gov.br/cedoc/aprt20164362_1.pdf";"aprt20164362_1.pdf";"True"
"2016-12-23";"23.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164368.pdf";"prt20164368.pdf";"True"
"2016-12-23";"24.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164369.pdf";"prt20164369.pdf";"True"
"2016-12-23";"25.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164370.pdf";"prt20164370.pdf";"True"
"2016-12-23";"26.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164371.pdf";"prt20164371.pdf";"True"
"2016-12-23";"27.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164373.pdf";"prt20164373.pdf";"True"
"2016-12-23";"28.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164375.pdf";"prt20164375.pdf";"True"
"2016-12-23";"29.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164376.pdf";"prt20164376.pdf";"True"
"2016-12-23";"30.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164377.pdf";"prt20164377.pdf";"True"
"2016-12-23";"31.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164378.pdf";"prt20164378.pdf";"True"
"2016-12-23";"32.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt20164379.pdf";"prt20164379.pdf";"True"
"2016-12-22";"1.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/acp2016013ti.pdf";"acp2016013ti.pdf";"True"
"2016-12-22";"2.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163240ti.pdf";"dsp20163240ti.pdf";"True"
"2016-12-22";"3.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163277ti.pdf";"dsp20163277ti.pdf";"True"
"2016-12-22";"4.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163332.pdf";"dsp20163332.pdf";"True"
"2016-12-22";"5.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163344.pdf";"dsp20163344.pdf";"True"
"2016-12-22";"6.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163351.pdf";"dsp20163351.pdf";"True"
"2016-12-22";"6.";"Decisão :";"http://www2.aneel.gov.br/cedoc/adsp20163351.pdf";"adsp20163351.pdf";"True"
"2016-12-22";"7.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163356ti.pdf";"dsp20163356ti.pdf";"True"
"2016-12-22";"7.";"Nota Técnica nº 934/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163356.pdf";"ndsp20163356.pdf";"True"
"2016-12-22";"8.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163357ti.pdf";"dsp20163357ti.pdf";"True"
"2016-12-22";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163358ti.pdf";"dsp20163358ti.pdf";"True"
"2016-12-22";"10.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163359ti.pdf";"dsp20163359ti.pdf";"True"
"2016-12-22";"11.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163360ti.pdf";"dsp20163360ti.pdf";"True"
"2016-12-22";"12.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163366.pdf";"dsp20163366.pdf";"True"
"2016-12-22";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/ect2016146.pdf";"ect2016146.pdf";"True"
"2016-12-22";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016258spde.pdf";"prt2016258spde.pdf";"True"
"2016-12-22";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2016711mme.pdf";"prt2016711mme.pdf";"True"
"2016-12-22";"16.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/ren2016754.html";"ren2016754.html";"True"
"2016-12-22";"16.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/ren2016754.pdf";"ren2016754.pdf";"True"
"2016-12-22";"16.";"Voto :";"http://www2.aneel.gov.br/cedoc/aren2016754_1.pdf";"aren2016754_1.pdf";"True"
"2016-12-21";"1.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163296ti.pdf";"dsp20163296ti.pdf";"True"
"2016-12-21";"2.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163316ti.pdf";"dsp20163316ti.pdf";"True"
"2016-12-21";"2.";"Nota Técnica nº 917/2016-SCG/ANEEL:";"http://www2.aneel.gov.br/cedoc/ndsp20163316.pdf";"ndsp20163316.pdf";"True"
"2016-12-21";"3.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163317ti.pdf";"dsp20163317ti.pdf";"True"
"2016-12-21";"3.";"Nota Técnica nº 918/2016-SCG/ANEEL:";"http://www2.aneel.gov.br/cedoc/ndsp20163317.pdf";"ndsp20163317.pdf";"True"
"2016-12-21";"4.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163318ti.pdf";"dsp20163318ti.pdf";"True"
"2016-12-21";"5.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163319ti.pdf";"dsp20163319ti.pdf";"True"
"2016-12-21";"6.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163320ti.pdf";"dsp20163320ti.pdf";"True"
"2016-12-21";"7.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163321ti.pdf";"dsp20163321ti.pdf";"True"
"2016-12-21";"8.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163322ti.pdf";"dsp20163322ti.pdf";"True"
"2016-12-21";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163323ti.pdf";"dsp20163323ti.pdf";"True"
"2016-12-21";"10.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163324ti.pdf";"dsp20163324ti.pdf";"True"
"2016-12-21";"11.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163325ti.pdf";"dsp20163325ti.pdf";"True"
"2016-12-21";"11.";"Nota Técnica nº 919/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163325.pdf";"ndsp20163325.pdf";"True"
"2016-12-21";"12.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163329ti.pdf";"dsp20163329ti.pdf";"True"
"2016-12-21";"12.";"Nota Técnica nº 923/2016-SCG/ANEEL       :";"http://www2.aneel.gov.br/cedoc/ndsp20163329.pdf";"ndsp20163329.pdf";"True"
"2016-12-21";"13.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163335ti.pdf";"dsp20163335ti.pdf";"True"
"2016-12-21";"14.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163336ti.pdf";"dsp20163336ti.pdf";"True"
"2016-12-21";"15.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp20163338.pdf";"dsp20163338.pdf";"True"
"2016-12-21";"15.";"Decisão :";"http://www2.aneel.gov.br/cedoc/adsp20163338.pdf";"adsp20163338.pdf";"True"
