"data";"numeracaoItem";"titulo";"autor";"material";"esfera";"situacao";"assinatura";"publicacao";"assunto";"ementa"
"2016-12-30";"1.";"DSP - DESPACHO 3284/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-15";"2016-12-30";"Acatamento";""
"2016-12-30";"2.";"DSP - DESPACHO 3386/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-30";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica São Carlos, no rio do Peixe, nos municípios de Lacerdópolis e Campos Novos, (SC), de titularidade da Getop Empreendimentos e Gestão Ltda, Neimar Brusamarello e da São Carlos Energia Ltda. Imprimir"
"2016-12-30";"3.";"DSP - DESPACHO 3398/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Determinação";"Resolve hierarquizar, em primeiro lugar, a Tradener Ltda, Norma Santinoni Vera, Francisco Manoel da Rocha Pombo Vera Filho, Nivaldo de Paula Ribeiro e Maria José Ribeiro, como interessados na implantação e exploração da Pequena Central Hidrelétrica COR 125; e revoga o Despacho SCG/ANEEL 4.471, de 18.11.2014, que conferiu o registro ativo ao projeto básico da Pequena Central Hidrelétrica COR 125 apresentado por Optigera S.A, VOTENER - Votorantim Comercializadora de Energia Ltda, Lemos Construções Transportes Areia e Cascalho Ltda, Wender Carlos de Abreu, Weidiany Lucia de Abreu, Leonardo Carneiro Rincón, Luciano Alberto Ribeiro e Carolyna Porto. Imprimir"
"2016-12-30";"4.";"DSP - DESPACHO 3399/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica COR 125, no rio Corumbá, nos municípios de Pires do Rio e Urutaí, (GO), de titularidade da Tradener Ltda, Norma Santinoni Vera, Francisco Manoel da Rocha Vera Filho, Nivaldo de Paula Ribeiro e de Maria José Ribeiro. Imprimir"
"2016-12-30";"5.";"DSP - DESPACHO 3400/2016";"SFF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Conhecimento";"Conhece e, no mérito, reconsidera parcialmente do recurso administrativo da Boa Vista Energia S.A, em face do Auto de Infração SFF/ANEEL 051, de 2016, para reduzir o valor da multa; converter a penalidade de multa referente às Não Conformidades 3, 8, 11, 12, 13, 14, 21 e 22 em advertência; e encaminha o recurso à Diretoria Colegiada, para decisão em instância superior. Imprimir"
"2016-12-30";"6.";"DSP - DESPACHO 3407/2016";"SCG/ANEEL";"Legislação";"Outros";"REVOGADA";"2016-12-28";"2016-12-30";"Registro";"Confere à Agrícola Sete Campos Ltda, o registro de intenção à outorga de autorização referente à Pequena Central Hidrelétrica Eixo 1, no ribeirão do Salto, nos municípios de Novo Jardim e Ponte Alta do Bom Jesus, (TO). Imprimir"
"2016-12-30";"7.";"DSP - DESPACHO 3408/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Cachoeira Alegre, no rio Pomba, no município de Santo Antônio de Pádua, (RJ), de titularidade da Rodrigo Pedroso Energia Ltda. Imprimir"
"2016-12-30";"8.";"DSP - DESPACHO 3409/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Fixação";"Estabelece o percentual de redução, a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e de distribuição - TUSD e TUST, incidindo na produção e no consumo da energia comercializada pelas Usinas Hidrelétricas Juba I e Juba II, nos municípios de Tangará da Serra e Barra dos Bugres, (MT), outorgada à Itamarati Norte S.A Agropecuária. Imprimir"
"2016-12-30";"9.";"DSP - DESPACHO 3410/2016";"SFF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Conhecimento";"Conhece e, no mérito, reconsidera parcialmente do recurso administrativo da Companhia Energética do Piauí S.A - CEPISA, em face do Auto de Infração SFF/ANEEL 050, de 2016, para reduzir o valor da multa; converter a penalidade de multa referente às Não Conformidades 5, 9, 10, 11 e 19 em advertência; cancela as Não Conformidades 4, 12, 13, 14, 21 e 24; e encaminha o recurso à Diretoria Colegiada, para decisão em instância superior. Imprimir"
"2016-12-30";"10.";"DSP - DESPACHO 3411/2016";"SFF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Aprovação";"Aprova a liberação de recursos da Conta de Desenvolvimento Energético - CDE, para a Light Serviços de Eletricidade S.A, conforme fluxo financeiro do orçamento, correspondente à 8º parcela das obras do Cluster Barra da Tijuca, para os serviços de fornecimento de energia temporária para os Jogos Olímpicos e Paralímpicos de 2016. Imprimir"
"2016-12-30";"11.";"DSP - DESPACHO 3415/2016";"SGT/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Fixação";"Fixa os valores da conta centralizadora dos recursos de bandeiras tarifárias, para fins da liquidação das operações do mercado de curto prazo junto à Câmara de Comercialização de Energia Elétrica - CCEE, referente à contabilização de novembro de 2016. Imprimir"
"2016-12-30";"12.";"DSP - DESPACHO 3416/2016";"SFG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Liberação";"Libera a unidade geradora UG6-Pimental, para início da operação em teste, da Usina Hidrelétrica Belo Monte, no rio Xingu, no município de Vitória do Xingu, (PA), de titularidade da Norte Energia S.A. Imprimir"
"2016-12-30";"13.";"PRT - PORTARIA 267/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Pedra Cheirosa II, no município de Itarema, (CE), de titularidade da Pedra Cheirosa II Energia S.A. Imprimir"
"2016-12-30";"14.";"PRT - PORTARIA 268/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Pedra Cheirosa, no município de Itarema, (CE), de titularidade da Pedra Cheirosa I Energia S.A. Imprimir"
"2016-12-30";"15.";"PRT - PORTARIA 269/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-30";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Assuruá III, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Assuruá III S.A. Imprimir"
"2016-12-30";"16.";"PRT - PORTARIA 270/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Aprovação";"Aprova o enquadramento do projeto de reforços em instalações de transmissão de energia elétrica, no estado de Goiás, de titularidade da Celg Geração e Transmissão S.A, no Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - REIDI, conforme condições em Anexo. Imprimir"
"2016-12-30";"17.";"PRT - PORTARIA 4363/2016";"SAF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Designação";""
"2016-12-30";"18.";"PRT - PORTARIA 4374/2016";"SAF/SGI/SLC/ANEEL";"Legislação";"Outros";"REVOGADA";"2016-12-19";"2016-12-30";"Designação";"Designa Fábio Araújo Cruz, como gestor do Contrato ANEEL 146 de 2016, tendo como substituto Adriana de Carvalho Drummond Vivan, além dos servidores relacionados como fiscais das suas respectivas áreas de atuação. Imprimir"
"2016-12-30";"19.";"PRT - PORTARIA 4380/2016";"SRH/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-30";"Licença";"Concede ao servidor João Francisco Darlei da Silva Pereira, da ANEEL, licença para capacitação, pelo período de noventa dias contados a partir de 09.01.2017. Imprimir"
"2016-12-30";"20.";"PRT - PORTARIA 4381/2016";"SFF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-30";"Exoneração";"Exonera Antônio Araújo da Silva da atribuição de gestor substituto dos Contratos ANEEL 029 e 032 de 2016; e designa Ed Wilson A. Gonçalves, como gestor substituto dos contratos citados, geridos pela Superintendência de Superintendente de Fiscalização Econômica e Financeira. Imprimir"
"2016-12-30";"21.";"PRT - PORTARIA 4383/2016";"SRH/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-30";"Licença";""
"2016-12-30";"22.";"PRT - PORTARIA 4384/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Aprovação";""
"2016-12-30";"23.";"PRT - PORTARIA 4402/2016";"SAF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-29";"2016-12-30";"Prorrogação de prazo";""
"2016-12-29";"1.";"DSP - DESPACHO 3397/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-29";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Paraíso, no rio Muriaé, nos municípios de Itaperuna, (RJ), de titularidade da Central Geradora Hidrelétrica Paraíso Ltda. Imprimir"
"2016-12-29";"2.";"DSP - DESPACHO 3401/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Negação";"Nega efeito suspensivo ao pedido de reconsideração da Isolux Ingeniería S.A, em face do Despacho ANEEL 3.256, de 13.12.2016, pelo qual foi revogada parcialmente a adjudicação do objeto do Leilão de Transmissão ANEEL 01, de 2015, relativa à empresa citada, vencedora dos Lotes D e H do Leilão, por não se encontrarem presentes os requisitos ensejadores da suspensividade. Imprimir"
"2016-12-29";"3.";"DSP - DESPACHO 3402/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Negação";"Nega efeito suspensivo ao recurso administrativo da Fortaleza Serviços Empresariais Ltda, em face da Decisão SLC/ANEEL 31, de 2016, por descumprimento de cláusulas contratuais, referente à obrigatoriedade de instalação de mecanismo eletrônico de ponto de seus funcionários e de realizar, às suas expensas, os exames médicos de admissão, por não se encontrarem presentes os requisitos ensejadores da suspensividade. Imprimir"
"2016-12-29";"4.";"DSP - DESPACHO 3404/2016";"SFG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Liberação";"Libera as unidades geradoras UG1 a UG12, para início da operação comercial, da Central Geradora Eólio-elétrica Ventos de Santo Augusto II, no município de Simões, (PI), de titularidade da Ventos de Santo Augusto II Energias Renováveis S.A. Imprimir"
"2016-12-29";"5.";"DSP - DESPACHO 3405/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Negação";"Nega efeito suspensivo ao recurso administrativo da Petróleo Brasileiro S.A - Petrobras, em face do Despacho SRG/ANEEL 3.280, de 14.12.2016, por não se encontrarem presentes os requisitos ensejadores da suspensividade. Imprimir"
"2016-12-29";"6.";"ECT - EXTRATO DE CONTRATO 001/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-29";"Extrato";""
"2016-12-29";"7.";"PRT - PORTARIA 261/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Diamante II, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Diamante II S.A. Imprimir"
"2016-12-29";"8.";"PRT - PORTARIA 262/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Capoeiras III, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Capoeiras III S.A. Imprimir"
"2016-12-29";"9.";"PRT - PORTARIA 263/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Assuruá IV, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Assuruá IV S.A. Imprimir"
"2016-12-29";"10.";"PRT - PORTARIA 264/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Diamante III, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Diamante III S.A. Imprimir"
"2016-12-29";"11.";"PRT - PORTARIA 265/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Curral de Pedras I, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Curral de Pedras I S.A. Imprimir"
"2016-12-29";"12.";"PRT - PORTARIA 266/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-28";"2016-12-29";"Aprovação";"Aprova como prioritário o projeto da Central Geradora Eólio-elétrica Curral de Pedras II, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Curral de Pedras II S.A. Imprimir"
"2016-12-29";"13.";"PRT - PORTARIA 4382/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-29";"Autorização";""
"2016-12-29";"14.";"REH - RESOLUÇÃO HOMOLOGATÓRIA 2190/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-13";"2016-12-29";"Fixação";"Estabelece os valores da Curva do Custo do Déficit de energia elétrica, das Tarifas de Energia de Otimização - TEO e TEO Itaipu, da Tarifa de Serviços Ancilares - TSA e dos limites mínimo e máximo do Preço de Liquidação de Diferenças - PLD, para 2017. Imprimir"
"2016-12-29";"15.";"REN - RESOLUÇÃO NORMATIVA 756/2016";"ANEEL";"Legislação";"Outros";"REVOGADA";"2016-12-16";"2016-12-29";"Aprovação";"Aprova a revisão 2016.12 dos Módulos 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25 e 26 e dos Submódulos 10.1 a 10.17 dos Procedimentos de Rede; e revoga a Resolução ANEEL 025, de 10.02.1999; o art. 16 da Resolução ANEEL 247, de 13.08.1999; as Resoluções ANEEL 420, de 31.10.2000; 140, de 25.03.2002; a 689, de 13.12.2002; a 791, de 24.12.2002; o Despacho ANEEL 849, de 24.12.2002; a Resolução ANEEL 333, de 08.07.2003; as Resoluções Autorizativas ANEEL 351, de 11.11.2005; a 565, de 16.05.2006; a 787, de 23.01.2007; a 1.051, de 25.09.2007; a 1.287, de 04.03.2008; a 1.382, de 03.06.2008; a 1.469, de 22.07.2008; os Despachos SRG/ANEEL 2.762, de 28.07.2008; o 3.257, de 02.09.2008; a Resolução Autorizativa ANEEL 1.601, de 07.10.2008; a Resolução Normativa ANEEL 372, de 28.07.2009; o Despacho SRT/ANEEL 2.744, de 15.09.2010; o Despacho ANEEL 3.134, de 02.08.2011; e a Resolução Normativa ANEEL 461, de 09.11.2011. Imprimir"
"2016-12-28";"1.";"ACP - AVISO DE CONSULTA PÚBLICA 014";"SMA/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"";"2016-12-28";"Aviso";"Comunica aos agentes do setor de energia elétrica e demais interessados, que foi aberta Consulta Pública, com período de contribuição de 28.12.2016 a 10.02.2017, mediante intercâmbio de documentos, com o objetivo de obter subsídios para metodologia de recomposição da estrutura de custos variáveis de geração termelétrica, conforme requerimentos apresentados pela Associação Brasileira dos Produtores Independentes de Energia Elétrica - APINE e Associação Brasileira de Geradoras Termelétricas - ABRAGET. Imprimir"
"2016-12-28";"2.";"ACP - AVISO DE CONSULTA PÚBLICA 015";"SMA/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"";"2016-12-28";"Aviso";"Comunica aos agentes do setor de energia elétrica e demais interessados, que foi aberta Consulta Pública, com período de envio de contribuição de 28.12.2016 a 03.04.2017, mediante intercâmbio de documentos, com o objetivo de obter contribuições acerca da regulamentação da continuidade do fornecimento de energia elétrica, em especial sobre os custos relacionados à confiabilidade do serviço de distribuição. Imprimir"
"2016-12-28";"3.";"AVS - AVISO";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"";"2016-12-28";"Aviso";""
"2016-12-28";"4.";"DSP - DESPACHO 3385/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-28";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica da Potinga, no rio Potinga, nos municípios de Inácio Martins e Cruz Machado, (PR), de titularidade da Enebras Projetos de Usinas Hidrelétricas Ltda. Imprimir"
"2016-12-28";"5.";"DSP - DESPACHO 3387/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-28";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Tabocas, no rio Meia Ponte, no município de Cachoeira Dourada, (GO), de titularidade da Consórcio Artec-Mac. Imprimir"
"2016-12-28";"6.";"DSP - DESPACHO 3391/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-28";"Registro";"Confere à KLN1 Geradora de Energia S.A, o registro de intenção à outorga de autorização referente à Pequena Central Hidrelétrica Pucon 2, no rio Culuene, no município de Primavera do Leste, (MT). Imprimir"
"2016-12-28";"7.";"DSP - DESPACHO 3392/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Fixação";"Estabelece o percentual de redução, a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e de distribuição - TUSD e TUST, incidindo na produção e no consumo da energia comercializada pela Usina Termelétrica Barra Grande Lençóis, no município de Lençóis Paulista, (SP), outorgada à Usina Barra Grande de Lençóis S.A. Imprimir"
"2016-12-28";"8.";"DSP - DESPACHO 3393/2016";"SFG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Liberação";"Libera as unidades geradoras UG1 a UG15, para início da operação comercial, da Central Geradora Eólio-elétrica Santana I, no município de Bodó, (RN), de titularidade da Santana 1 Energia Renovável S.A. Imprimir"
"2016-12-28";"9.";"DSP - DESPACHO 3394/2016";"SFG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Liberação";"Libera as unidades geradoras UG1 a UG12, para início da operação comercial, da Central Geradora Eólio-elétrica Santana II, no município de Lagoa Nova, (RN), de titularidade da Santana 2 Energia Renovável S.A. Imprimir"
"2016-12-28";"10.";"DSP - DESPACHO 3395/2016";"SFG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Liberação";"Libera as unidades geradoras UG1 a UG15, para início da operação comercial, da Central Geradora Eólio-elétrica Calango 6, no município de Bodó, (RN), de titularidade da Calango 6 Energia Renovável S.A. Imprimir"
"2016-12-28";"11.";"DSP - DESPACHO 3396/2016";"SRG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Conhecimento";"Conhece e nega provimento à solicitação da UEG Araucária Ltda, para revisão do Custo Variável Unitário - CVU da Usina Termelétrica Araucária, no período entre outubro de 2016 e janeiro de 2017. Imprimir"
"2016-12-28";"12.";"ECT - EXTRATO DE CONTRATO 145/2016";"ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-16";"2016-12-28";"Extrato";"Extrato de Contrato entre a ANEEL e a Fundação Getulio Vargas, para prestação de serviços Educacionais para participação de servidores da ANEEL no ""MBA Executivo em Administração: Gestão em Empresas de Energia Elétrica"". Imprimir"
"2016-12-28";"13.";"EDT - EDITAL/2016";"SAF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-28";"Edital";"Publica a notificação aos agentes descritos na tabela, por encontrar-se em lugar incerto e não sabido, para dar conhecimento dos Ofícios Circulares de cobrança que foram encaminhados, cujo teor é inadimplência no recolhimento da Taxa de Fiscalização sobre Serviços de Energia Elétrica - TFSEE do exercício de 2015. Imprimir"
"2016-12-28";"14.";"PRT - PORTARIA 259/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Aprovação";"Aprova, como prioritário, o projeto da Central Geradora Eólio-elétrica Laranjeiras V, no município de Gentio do Ouro, (BA), de titularidade da Parque Eólico Laranjeiras V S.A. Imprimir"
"2016-12-28";"15.";"PRT - PORTARIA 260/2016";"SPE/MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Aprovação";"Aprova como prioritário o projeto da Pequena Central Hidrelétrica Boa Vista II, no município de Varginha, (MG), de titularidade da SPE Boa Vista 2 Energia S.A. Imprimir"
"2016-12-28";"16.";"PRT - PORTARIA 714/2016";"MME";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-27";"2016-12-28";"Fixação";"Define que os atuais valores de garantia física de energia das Usinas Hidrelétricas despachadas centralizadamente no Sistema Interligado Nacional - SIN, inclusive da Usina Hidrelétrica Itaipu, permanecem válidos até 31.12.2017. Imprimir"
"2016-12-27";"1.";"DSP - DESPACHO 3233/2016";"SFF/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-12";"2016-12-27";"Anuência";"Anui ao instrumento contratual de prestação de serviços na modalidade de empreitada e outras avenças, celebrado entre a Companhia Sul Paulista de Energia - CPFL Sul Paulista e a CPFL Serviços, Equipamentos, Indústria e Comércio S.A, visando a execução de obras de adequação na subestação Itapetininga 2 - CTEEP, no valor citado e por prazo determinado. Imprimir"
"2016-12-27";"2.";"DSP - DESPACHO 3283/2016";"SCT/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-14";"2016-12-27";"Decisão";"Decide que não há valor a ser ressarcido à Norsk Hydro Brasil Ltda, pelo trecho de linha que interligará a Subestação Vila do Conde à futura Subestação Tomé Açu. Imprimir"
"2016-12-27";"3.";"DSP - DESPACHO 3333/2016";"SCT/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-27";"Aprovação";"Aprova a conformidade das características técnicas do projeto básico das instalações de transmissão, objeto do Contrato de Concessão ANEEL 001 de 2015, elaborado pela Eletrosul Centrais Elétricas S.A. Imprimir"
"2016-12-27";"4.";"DSP - DESPACHO 3337/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-20";"2016-12-27";"Alteração";"Altera a denominação da Pequena Central Hidrelétrica Do Sal, para Pequena Central Hidrelétrica Mangabeira, nos municípios de Padre Bernardo e Planaltina, (PR), outorgada à Construtora LJA Ltda. Imprimir"
"2016-12-27";"5.";"DSP - DESPACHO 3347/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-20";"2016-12-27";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Águas Dos Gatos, no rio Jaguari, nos municípios de Jari e Santiago, (RS), de titularidade da Hidrotérmica S.A. Imprimir"
"2016-12-27";"6.";"DSP - DESPACHO 3348/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-20";"2016-12-27";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Dos Morros, no rio Jaguari, nos municípios de Jari e Santiago, (RS), de titularidade da Hidrotérmica S.A. Imprimir"
"2016-12-27";"7.";"DSP - DESPACHO 3349/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-20";"2016-12-27";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Umbu, no rio Jaguari, nos municípios de Jari, Jaguari e Santiago, (RS), de titularidade da Hidrotérmica S.A. Imprimir"
"2016-12-27";"8.";"DSP - DESPACHO 3350/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-20";"2016-12-27";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Vinte Tiros, no rio Jaguari, nos municípios de Jari, Santiago e Tupanciretã, (RS), de titularidade da Hidrotérmica S.A Imprimir"
"2016-12-27";"9.";"DSP - DESPACHO 3372/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-22";"2016-12-27";"Registro";"Registra a adequabilidade aos estudos de inventário e ao uso do potencial hidráulico da Pequena Central Hidrelétrica Formoso I, no rio Formoso, no município de Tangará da Serra, (MT), de titularidade da Itamarati Norte S.A - Agropecuária. Imprimir"
"2016-12-27";"10.";"DSP - DESPACHO 3384/2016";"SCG/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-23";"2016-12-27";"Registro";"Registra a alteração da razão social da Blue Energy Comercializadora de Energia Ltda, para Paulista Comercializadora de Energia Ltda, autorizada a atuar como agente comercializador de energia elétrica no âmbito da CCEE. Imprimir"
"2016-12-27";"11.";"DSP - DESPACHO 3388/2016";"SCT/ANEEL";"Legislação";"Outros";"NÃO CONSTA REVOGAÇÃO EXPRESSA";"2016-12-26";"2016-12-27";"Aprovação";"Aprova a conformidade das características técnicas do projeto básico das instalações de transmissão, objeto do Contrato de Concessão ANEEL 010 de 2011, elaborado pela Companhia Hidro Elétrica do São Francisco – CHESF. Imprimir"
